ine_code,weather_zone_code
04020,610403
04021,610401
04022,610402
04023,610403
04024,610403
04026,610401
04027,610402
04028,610403
04029,610403
04030,610403
04031,610401
04032,610404
04033,610402
04034,610401
04035,610404
04036,610401
04037,610401
04038,610403
04041,610403
04043,610403
04044,610401
04045,610402
04046,610403
04047,610403
04048,610404
04049,610404
04050,610402
04051,610403
04052,610403
04053,610401
04054,610403
04055,610403
04056,610401
04057,610403
04058,610401
04059,610401
04060,610402
04061,610401
04062,610401
04063,610401
04064,610404
04065,610402
04066,610404
04067,610403
04068,610402
04069,610401
04070,610401
04071,610403
04072,610401
04073,610403
04074,610403
04075,610404
04076,610401
04077,610403
04078,610403
04079,610403
04080,610403
04081,610403
04082,610402
04083,610401
04084,610401
04085,610401
04086,610402
04087,610401
04088,610402
04089,610401
04090,610402
04091,610403
04092,610401
04093,610404
04094,610402
04095,610402
04096,610401
04097,610402
04098,610401
04099,610401
04100,610404
04101,610403
04102,610403
04103,610401
04901,610402
04902,610403
04903,610403
04904,610403
05001,670501
05002,670503
05005,670501
05007,670502
05008,670501
05010,670502
05012,670502
05013,670503
05014,670503
05015,670502
05016,670501
05017,670502
05018,670502
05019,670502
05021,670502
05022,670502
05023,670501
05024,670502
05025,670502
05026,670501
05027,670501
05029,670501
05030,670502
05033,670501
05034,670501
05035,670501
05036,670501
05037,670502
05038,670502
05039,670501
05040,670502
05041,670503
05042,670501
05043,670501
05044,670502
05045,670501
05046,670501
05047,670503
05048,670501
05049,670502
05051,670502
05052,670502
05053,670502
05054,670503
05055,670502
05056,670501
05057,670503
05058,670502
05059,670502
05060,670501
05061,670502
05062,670501
05063,670502
05064,670501
05065,670501
05066,670503
05067,670502
05069,670501
05070,670501
05072,670501
05073,670501
05074,670501
05075,670503
05076,670502
05077,670501
05078,670501
05079,670502
05080,670502
05081,670502
05082,670503
05083,670502
05084,670502
05085,670502
05086,670501
05087,670502
05088,670502
05089,670503
05090,670501
05092,670501
05093,670502
05094,670502
05095,670503
05096,670502
05097,670502
05099,670501
05100,670503
05101,670502
05102,670503
05103,670502
05104,670502
05105,670502
05106,670502
05107,670502
05108,670502
05109,670501
05110,670503
05112,670502
05113,670502
05114,670501
05115,670502
05116,670502
05117,670501
05118,670501
05119,670502
05120,670502
05121,670502
05122,670502
05123,670502
05124,670502
05125,670502
05126,670502
05127,670503
05128,670502
05129,670502
05130,670502
05131,670502
05132,670503
05133,670502
05134,670501
05135,670502
05136,670502
05138,670502
05139,670501
05140,670501
05141,670502
05142,670501
05143,670502
05144,670502
05145,670502
05147,670501
05148,670502
05149,670501
05151,670502
05152,670501
05153,670502
05154,670502
05155,670502
05156,670503
05157,670502
05158,670502
05159,670502
05160,670502
05161,670502
05162,670502
05163,670503
05164,670502
05165,670502
05166,670502
05167,670502
05168,670502
05169,670502
05170,670502
05171,670502
05172,670502
05173,670502
05174,670501
05175,670501
05176,670502
05177,670501
05178,670501
05179,670501
05180,670502
05181,670502
05182,670503
05183,670501
05184,670502
05185,670502
05186,670502
05187,670503
05188,670502
05189,670503
05190,670501
05191,670502
05192,670502
05193,670501
05194,670501
05195,670502
05196,670501
05197,670502
05198,670501
05199,670502
05200,670502
05201,670502
05204,670501
05205,670502
05206,670502
05207,670503
05208,670501
05209,670502
05210,670501
05211,670502
05212,670502
05213,670502
05214,670502
05215,670502
05216,670502
05217,670502
05218,670502
05219,670501
05220,670501
05221,670503
05222,670502
05224,670502
05225,670502
05226,670502
05227,670503
05228,670502
05229,670501
05230,670501
05231,670501
05232,670502
05233,670502
05234,670501
05235,670501
05236,670502
05237,670502
05238,670502
05239,670502
05240,670503
05241,670503
05242,670501
05243,670502
05244,670502
05245,670502
05246,670502
05247,670502
05249,670502
05251,670502
05252,670502
05253,670501
05254,670501
05256,670502
05257,670502
05258,670501
05259,670501
05260,670502
05261,670502
05262,670502
05263,670502
05264,670501
05265,670502
05266,670502
05267,670502
05901,670502
05902,670502
05903,670502
05904,670502
05905,670502
06001,700601
06002,700603
06003,700604
06004,700603
06005,700601
06006,700601
06007,700601
06008,700604
06009,700601
06010,700603
06011,700603
06012,700601
06013,700604
06014,700604
06015,700601
06016,700603
06017,700602
06018,700603
06019,700604
06020,700604
06021,700604
06022,700604
06023,700603
06024,700604
06025,700601
06026,700604
06027,700604
06028,700603
06029,700603
06030,700602
06031,700601
06032,700601
06033,700602
06034,700604
06035,700602
06036,700603
06037,700601
06038,700601
06039,700601
06040,700603
06041,700601
06042,700601
06043,700601
06044,700601
06045,700603
06046,700601
06047,700603
06048,700602
06049,700603
06050,700604
06051,700602
06052,700604
06053,700604
06054,700603
06055,700604
06056,700602
06057,700602
06058,700601
06059,700604
06060,700601
06061,700601
06062,700602
06063,700602
06064,700603
06065,700604
06066,700604
06067,700604
06068,700604
06069,700603
06070,700604
06071,700603
06072,700601
06073,700604
06074,700604
06075,700601
06076,700604
06077,700604
06078,700603
06079,700601
06080,700601
06081,700604
06082,700601
06083,700601
06084,700601
06085,700604
06086,700604
06087,700603
06088,700601
06089,700603
06090,700601
06091,700602
06092,700603
06093,700604
06094,700603
06095,700601
06096,700601
06097,700601
06098,700603
06099,700603
06100,700603
06101,700603
06102,700602
06103,700601
06104,700603
06105,700604
06106,700603
06107,700601
06108,700603
06109,700603
06110,700604
06111,700601
06112,700603
06113,700603
06114,700602
06115,700601
06116,700603
06117,700603
06118,700602
06119,700601
06120,700601
06121,700603
06122,700603
06123,700601
06124,700604
06125,700602
06126,700603
06127,700602
06128,700601
06129,700601
06130,700602
06131,700603
06132,700601
06133,700601
06134,700604
06135,700601
06136,700604
06137,700602
06138,700601
06139,700604
06140,700604
06141,700604
06142,700604
06143,700601
06144,700604
06145,700601
06146,700603
06147,700604
06148,700604
06149,700603
06150,700604
06151,700601
06152,700603
06153,700601
06154,700604
06155,700601
06156,700601
06157,700602
06158,700603
06159,700604
06160,700603
06161,700603
06162,700601
06901,700601
06902,700601
06903,700601
07001,645403
07002,645501
07003,645402
07004,645403
07005,645404
07006,645402
07007,645401
07008,645403
07009,645402
07010,645401
07011,645404
07012,645402
07013,645404
07014,645402
07015,645501
07016,645403
07017,645403
07018,645401
07019,645401
07020,645401
07021,645401
07022,645405
07023,645501
07024,645301
07025,645401
07026,645301
07027,645403
07028,645403
07029,645403
07030,645403
07031,645404
07032,645501
07033,645405
07034,645403
07035,645403
07036,645404
07037,645501
07038,645403
07039,645402
07040,645404
07041,645403
07042,645402
07043,645403
07044,645402
07045,645401
07046,645301
07047,645403
07048,645301
07049,645403
07050,645301
07051,645405
07052,645501
07053,645403
07054,645301
07055,645402
07056,645403
07057,645405
07058,645403
07059,645404
07060,645403
07061,645401
07062,645405
07063,645401
07064,645501
07065,645403
07901,645403
07902,645501
08001,690803
08002,690802
08003,690804
08004,690801
08005,690803
08006,690804
08007,690804
08008,690803
08009,690804
08010,690802
08011,690802
08012,690802
08013,690803
08014,690802
08015,690804
08016,690801
08017,690802
08018,690802
08019,690804
08020,690804
08021,690803
08022,690802
08023,690803
08024,690801
08025,690803
08026,690802
08027,690803
08028,690803
08029,690804
08030,690804
08031,690802
08032,690804
08033,690803
08034,690802
08035,690804
08036,690802
08037,690802
08038,690802
08039,690803
08040,690804
08041,690803
08042,690803
08043,690804
08044,690803
08045,690801
08046,690803
08047,690802
08048,690803
08049,690802
08050,690801
08051,690803
08052,690801
08053,690802
08054,690803
08055,690802
08056,690804
08057,690801
08058,690804
08059,690802
08060,690802
08061,690802
08062,690802
08063,690803
08064,690802
08065,690803
08066,690803
08067,690802
08068,690804
08069,690803
08070,690802
08071,690803
08072,690804
08073,690804
08074,690804
08075,690804
08076,690803
08077,690804
08078,690801
08079,690802
08080,690801
08081,690803
08082,690803
08083,690802
08084,690802
08085,690803
08086,690803
08087,690803
08088,690803
08089,690804
08090,690802
08091,690803
08092,690802
08093,690801
08094,690803
08095,690802
08096,690803
08097,690803
08098,690802
08099,690801
08100,690802
08101,690804
08102,690803
08103,690803
08104,690803
08105,690803
08106,690803
08107,690803
08108,690803
08109,690802
08110,690804
08111,690802
08112,690802
08113,690802
08114,690803
08115,690803
08116,690802
08117,690802
08118,690804
08119,690803
08120,690803
08121,690804
08122,690803
08123,690804
08124,690803
08125,690803
08126,690804
08127,690802
08128,690802
08129,690802
08130,690802
08131,690801
08132,690801
08133,690803
08134,690803
08135,690803
08136,690803
08137,690803
08138,690802
08139,690802
08140,690802
08141,690802
08142,690801
08143,690803
08144,690802
08145,690804
08146,690803
08147,690803
08148,690804
08149,690802
08150,690802
08151,690802
08152,690803
08153,690804
08154,690803
08155,690804
08156,690803
08157,690804
08158,690804
08159,690803
08160,690802
08161,690803
08162,690803
08163,690804
08164,690803
08165,690803
08166,690801
08167,690803
08168,690803
08169,690804
08170,690802
08171,690802
08172,690804
08174,690803
08175,690802
08176,690802
08177,690802
08178,690802
08179,690802
08180,690803
08181,690803
08182,690802
08183,690802
08184,690803
08185,690803
08187,690803
08188,690802
08189,690802
08190,690801
08191,690802
08192,690802
08193,690804
08194,690804
08195,690802
08196,690803
08197,690804
08198,690803
08199,690802
08200,690804
08201,690802
08202,690803
08203,690804
08204,690804
08205,690803
08206,690803
08207,690803
08208,690803
08209,690803
08210,690803
08211,690804
08212,690802
08213,690802
08214,690804
08215,690802
08216,690801
08217,690804
08218,690802
08219,690804
08220,690802
08221,690804
08222,690803
08223,690803
08224,690803
08225,690802
08226,690803
08227,690803
08228,690802
08229,690802
08230,690804
08231,690804
08232,690803
08233,690801
08234,690803
08235,690804
08236,690803
08237,690801
08238,690803
08239,690803
08240,690803
08241,690801
08242,690802
08243,690802
08244,690804
08245,690804
08246,690802
08247,690802
08248,690803
08249,690803
08250,690803
08251,690803
08252,690803
08253,690801
08254,690801
08255,690802
08256,690803
08257,690803
08258,690802
08259,690803
08260,690803
08261,690804
08262,690802
08263,690804
08264,690804
08265,690802
08266,690803
08267,690803
08268,690801
08269,690802
08270,690804
08271,690802
08272,690801
08273,690803
08274,690802
08275,690801
08276,690803
08277,690802
08278,690802
08279,690803
08280,690801
08281,690804
08282,690804
08283,690802
08284,690804
08285,690802
08286,690803
08287,690803
08288,690803
08289,690804
08290,690803
08291,690803
08292,690803
08293,690801
08294,690803
08295,690804
08296,690804
08297,690803
08298,690802
08299,690801
08300,690803
08301,690804
08302,690803
08303,690801
08304,690803
08305,690803
08306,690803
08307,690804
08308,690802
08901,690801
08902,690803
08903,690801
08904,690803
08905,690804
09001,670902
09003,670904
09006,670902
09007,670902
09009,670904
09010,670902
09011,670901
09012,670901
09013,670902
09014,670901
09016,670902
09017,670904
09018,670904
09019,670904
09020,670904
09021,670904
09022,670904
09023,670904
09024,670904
09025,670901
09026,670905
09027,670905
09029,670904
09030,670904
09032,670904
09033,670904
09034,670904
09035,670904
09036,670902
09037,670905
09038,670905
09039,670905
09041,670904
09043,670902
09044,670905
09045,670901
09046,670902
09047,670904
09048,670902
09050,670902
09051,670904
09052,670902
09054,670902
09055,670904
09056,670902
09057,670902
09058,670904
09059,670904
09060,670902
09061,670904
09062,670905
09063,670904
09064,670904
09065,670904
09066,670905
09067,670905
09068,670902
09070,670905
09071,670902
09072,670904
09073,670904
09074,670904
09075,670904
09076,670902
09077,670902
09078,670905
09079,670904
09082,670902
09083,670902
09084,670905
09085,670904
09086,670904
09088,670904
09090,670904
09091,670904
09093,670904
09094,670904
09095,670904
09098,670902
09100,670905
09101,670904
09102,670902
09103,670904
09104,670904
09105,670904
09108,670904
09109,670903
09110,670905
09112,670904
09113,670904
09114,670905
09115,670902
09117,670904
09119,670905
09120,670902
09122,670904
09123,670902
09124,670901
09125,670904
09127,670904
09128,670904
09129,670905
09130,670905
09131,670904
09132,670902
09133,670904
09134,670902
09135,670902
09136,670904
09137,670904
09138,670904
09139,670904
09140,670904
09141,670904
09143,670904
09144,670905
09148,670904
09149,670902
09151,670904
09152,670904
09154,670905
09155,670904
09159,670904
09160,670904
09162,670904
09163,670905
09164,670904
09166,670904
09167,670904
09168,670904
09169,670905
09170,670904
09172,670904
09173,670905
09174,670904
09175,670901
09176,670904
09177,670904
09178,670902
09179,670904
09180,670904
09181,670904
09182,670904
09183,670905
09184,670905
09189,670902
09190,670902
09191,670905
09192,670902
09194,670904
09195,670902
09196,670904
09197,670904
09198,670904
09199,670904
09200,670905
09201,670905
09202,670904
09206,670904
09208,670904
09209,670902
09211,670904
09213,670902
09214,670902
09215,670901
09216,670901
09217,670902
09218,670904
09219,670902
09220,670902
09221,670904
09223,670905
09224,670904
09225,670905
09226,670905
09227,670901
09228,670904
09229,670904
09230,670902
09231,670904
09232,670905
09235,670904
09236,670904
09238,670902
09239,670904
09241,670904
09242,670904
09243,670904
09244,670901
09246,670905
09247,670904
09248,670905
09249,670904
09250,670904
09251,670902
09253,670904
09255,670902
09256,670904
09257,670904
09258,670904
09259,670904
09261,670904
09262,670904
09265,670902
09266,670905
09267,670904
09268,670905
09269,670905
09270,670904
09272,670902
09273,670902
09274,670905
09275,670904
09276,670903
09277,670904
09279,670904
09280,670902
09281,670904
09283,670902
09287,670904
09288,670904
09289,670905
09292,670902
09294,670904
09295,670904
09297,670904
09298,670902
09301,670904
09302,670905
09303,670905
09304,670904
09306,670901
09307,670902
09308,670902
09309,670905
09310,670902
09311,670904
09312,670905
09314,670904
09315,670904
09316,670904
09317,670904
09318,670905
09321,670904
09323,670902
09325,670904
09326,670904
09327,670904
09328,670901
09329,670902
09330,670905
09332,670904
09334,670904
09335,670905
09337,670904
09338,670904
09339,670904
09340,670905
09343,670904
09345,670904
09346,670905
09347,670902
09348,670904
09350,670904
09351,670904
09352,670904
09353,670902
09354,670904
09355,670904
09356,670905
09358,670905
09360,670905
09361,670901
09362,670904
09363,670904
09365,670904
09366,670904
09368,670904
09369,670904
09372,670904
09373,670904
09374,670904
09375,670904
09377,670904
09378,670905
09380,670904
09381,670905
09382,670904
09384,670904
09386,670904
09387,670904
09388,670905
09389,670904
09390,670904
09391,670904
09392,670902
09394,670902
09395,670901
09396,670904
09398,670901
09400,670904
09403,670904
09405,670904
09406,670904
09407,670905
09408,670902
09409,670902
09410,670902
09411,670902
09412,670902
09413,670901
09414,670905
09415,670901
09416,670902
09417,670904
09418,670904
09419,670902
09421,670904
09422,670902
09423,670902
09424,670902
09425,670905
09427,670904
09428,670904
09429,670904
09430,670905
09431,670905
09432,670904
09433,670905
09434,670904
09437,670904
09438,670904
09439,670904
09440,670904
09441,670904
09442,670904
09443,670904
09444,670904
09445,670902
09446,670904
09447,670905
09448,670904
09449,670904
09450,670905
09451,670904
09454,670902
09455,670904
09456,670904
09458,670904
09460,670904
09463,670905
09464,670904
09466,670904
09467,670904
09471,670904
09472,670904
09473,670904
09476,670905
09478,670905
09480,670904
09482,670904
09483,670904
09485,670902
09901,670904
09902,670904
09903,670902
09904,670904
09905,670901
09906,670904
09907,670904
09908,670902
10001,701001
10002,701004
10003,701001
10004,701002
10005,701001
10006,701001
10007,701003
10008,701003
10009,701004
10010,701004
10011,701004
10012,701003
10013,701003
10014,701001
10015,701001
10016,701002
10017,701004
10018,701003
10019,701002
10020,701004
10021,701003
10022,701001
10023,701004
10024,701001
10025,701001
10026,701002
10027,701003
10028,701002
10029,701004
10030,701002
10031,701003
10032,701003
10033,701004
10034,701001
10035,701001
10036,701001
10037,701003
10038,701002
10039,701001
10040,701002
10041,701001
10042,701004
10043,701004
10044,701004
10045,701002
10046,701003
10047,701002
10048,701004
10049,701003
10050,701001
10051,701001
10052,701003
10053,701002
10054,701001
10055,701001
10056,701002
10057,701004
10058,701002
10059,701002
10060,701004
10061,701002
10062,701003
10063,701001
10064,701001
10065,701001
10066,701004
10067,701002
10068,701001
10069,701003
10070,701004
10071,701001
10072,701001
10073,701004
10075,701004
10076,701002
10077,701004
10078,701001
10079,701001
10080,701001
10081,701001
10082,701003
10083,701002
10084,701001
10085,701002
10086,701001
10087,701004
10088,701002
10089,701002
10090,701001
10091,701001
10092,701004
10093,701001
10094,701003
10095,701003
10096,701001
10097,701004
10098,701003
10099,701002
10100,701001
10101,701002
10102,701004
10103,701004
10104,701001
10105,701001
10106,701001
10107,701001
10108,701001
10109,701004
10110,701001
10111,701001
10112,701004
10113,701004
10114,701002
10115,701003
10116,701002
10117,701001
10118,701003
10119,701003
10120,701002
10121,701004
10122,701002
10123,701002
10124,701001
10125,701003
10126,701004
10127,701002
10128,701002
10129,701002
10130,701001
10131,701002
10132,701004
10133,701003
10134,701004
10135,701001
10136,701001
10137,701001
10138,701001
10139,701002
10140,701002
10141,701002
10142,701001
10143,701002
10144,701001
10145,701003
10146,701001
10147,701001
10148,701002
10149,701003
10150,701002
10151,701002
10152,701001
10153,701004
10154,701001
10155,701002
10156,701001
10157,701001
10158,701004
10159,701004
10160,701002
10161,701003
10162,701003
10163,701003
10164,701001
10165,701003
10166,701004
10167,701001
10168,701003
10169,701003
10170,701003
10171,701001
10172,701001
10173,701002
10174,701001
10175,701002
10176,701002
10177,701003
10178,701003
10179,701001
10180,701002
10181,701002
10182,701002
10183,701001
10184,701001
10185,701001
10186,701004
10187,701001
10188,701004
10189,701002
10190,701002
10191,701001
10192,701003
10193,701003
10194,701003
10195,701003
10196,701001
10197,701002
10198,701003
10199,701002
10200,701002
10201,701004
10202,701002
10203,701003
10204,701001
10205,701001
10206,701001
10207,701001
10208,701003
10209,701004
10210,701001
10211,701001
10212,701001
10213,701004
10214,701001
10215,701001
10216,701001
10217,701004
10218,701002
10219,701004
10901,701002
10902,701002
10903,701002
10904,701002
10905,701002
11001,611102
11002,611101
11003,611102
11004,611104
11005,611101
11006,611102
11007,611103
11008,611104
11009,611101
11010,611102
11011,611101
11012,611103
11013,611104
11014,611103
11015,611103
11016,611103
11017,611102
11018,611101
11019,611101
11020,611102
11021,611101
11022,611104
11023,611102
11024,611101
11025,611102
11026,611101
11027,611103
11028,611103
11029,611101
11030,611103
11031,611103
11032,611103
11033,611104
11034,611101
11035,611104
11036,611101
11037,611103
11038,611101
11039,611103
11040,611101
11041,611102
11042,611101
11901,611102
11902,611102
11903,611101
12001,771203
12002,771203
12003,771204
12004,771204
12005,771203
12006,771203
12007,771204
12008,771203
12009,771204
12010,771203
12011,771204
12012,771203
12013,771203
12014,771201
12015,771203
12016,771204
12017,771203
12018,771203
12020,771203
12021,771204
12022,771203
12024,771203
12025,771203
12026,771201
12027,771202
12028,771204
12029,771204
12031,771204
12032,771204
12033,771204
12034,771202
12036,771202
12037,771201
12038,771201
12039,771203
12040,771204
12041,771203
12042,771201
12043,771203
12044,771202
12045,771201
12046,771203
12048,771203
12049,771203
12050,771204
12051,771203
12052,771202
12053,771204
12055,771203
12056,771204
12057,771204
12058,771203
12059,771203
12060,771203
12061,771201
12063,771203
12064,771203
12065,771203
12067,771203
12068,771201
12069,771203
12070,771202
12071,771203
12072,771203
12073,771203
12074,771204
12075,771201
12076,771203
12077,771204
12078,771203
12079,771203
12080,771201
12081,771203
12082,771204
12083,771201
12084,771204
12085,771204
12087,771201
12088,771203
12089,771202
12090,771203
12091,771201
12092,771203
12093,771201
12094,771204
12095,771203
12096,771202
12097,771203
12098,771204
12099,771202
12100,771202
12101,771202
12102,771202
12103,771204
12104,771203
12105,771204
12106,771203
12107,771203
12108,771203
12109,771203
12110,771203
12111,771204
12112,771201
12113,771203
12114,771203
12115,771203
12116,771203
12117,771204
12118,771203
12119,771201
12120,771204
12121,771202
12122,771203
12123,771203
12124,771204
12125,771203
12126,771204
12127,771201
12128,771204
12129,771201
12130,771203
12131,771203
12132,771204
12133,771203
12134,771201
12135,771204
12136,771204
12137,771201
12138,771202
12139,771203
12140,771203
12141,771201
12142,771203
12901,771204
12902,771204
13001,681303
13002,681303
13003,681304
13004,681302
13005,681302
13006,681301
13007,681303
13008,681302
13009,681303
13010,681302
13011,681304
13012,681304
13013,681302
13014,681302
13015,681304
13016,681304
13017,681301
13018,681301
13019,681302
13020,681303
13021,681301
13022,681303
13023,681302
13024,681304
13025,681303
13026,681304
13027,681304
13028,681302
13029,681303
13030,681303
13031,681301
13032,681302
13033,681302
13034,681303
13035,681303
13036,681301
13037,681302
13038,681304
13039,681301
13040,681301
13041,681301
13042,681304
13043,681302
13044,681301
13045,681302
13046,681304
13047,681302
13048,681304
13049,681301
13050,681301
13051,681303
13052,681301
13053,681302
13054,681302
13055,681304
13056,681303
13057,681302
13058,681302
13059,681301
13060,681301
13061,681302
13062,681303
13063,681303
13064,681303
13065,681301
13066,681303
13067,681303
13068,681303
13069,681302
13070,681302
13071,681303
13072,681301
13073,681303
13074,681302
13075,681304
13076,681302
13077,681302
13078,681302
13079,681302
13080,681304
13081,681302
13082,681302
13083,681301
13084,681302
13085,681302
13086,681303
13087,681302
13088,681302
13089,681302
13090,681302
13091,681303
13092,681302
13093,681302
13094,681303
13095,681303
13096,681301
13097,681302
13098,681304
13901,681301
13902,681302
13903,681302
13904,681302
14001,611402
14002,611403
14003,611401
14004,611403
14005,611402
14006,611401
14007,611403
14008,611401
14009,611401
14010,611403
14011,611401
14012,611402
14013,611403
14014,611402
14015,611403
14016,611401
14017,611402
14018,611402
14019,611403
14020,611401
14021,611402
14022,611403
14023,611401
14024,611403
14025,611403
14026,611401
14027,611402
14028,611401
14029,611401
14030,611402
14031,611403
14032,611401
14033,611402
14034,611401
14035,611401
14036,611401
14037,611403
14038,611403
14039,611403
14040,611402
14041,611403
14042,611403
14043,611402
14044,611403
14045,611403
14046,611403
14047,611401
14048,611403
14049,611402
14050,611402
14051,611401
14052,611401
14053,611402
14054,611401
14055,611403
14056,611403
14057,611402
14058,611403
14059,611402
14060,611402
14061,611401
14062,611401
14063,611403
14064,611401
14065,611402
14066,611402
14067,611402
14068,611401
14069,611401
14070,611401
14071,611401
14072,611401
14073,611401
14074,611401
14075,611403
14901,611402
14902,611402
15001,711501
15002,711503
15003,711503
15004,711501
15005,711501
15006,711503
15007,711503
15008,711501
15009,711501
15010,711503
15011,711504
15012,711503
15013,711503
15014,711501
15015,711501
15016,711502
15017,711501
15018,711503
15019,711501
15020,711502
15021,711501
15022,711501
15023,711502
15024,711501
15025,711501
15027,711503
15028,711502
15029,711501
15030,711501
15031,711501
15032,711503
15033,711504
15034,711502
15035,711501
15036,711501
15037,711502
15038,711503
15039,711503
15040,711501
15041,711501
15042,711504
15043,711501
15044,711501
15045,711502
15046,711503
15047,711503
15048,711501
15049,711501
15050,711503
15051,711501
15052,711502
15053,711504
15054,711501
15055,711501
15056,711503
15057,711504
15058,711501
15059,711503
15060,711503
15061,711501
15062,711504
15064,711501
15065,711504
15066,711503
15067,711504
15068,711501
15069,711501
15070,711503
15071,711504
15072,711504
15073,711504
15074,711504
15075,711501
15076,711501
15077,711503
15078,711503
15079,711503
15080,711503
15081,711503
15082,711503
15083,711503
15084,711503
15085,711503
15086,711503
15087,711501
15088,711503
15089,711503
15090,711503
15091,711501
15092,711502
15093,711502
15901,711501
15902,711501
16001,681602
16002,681603
16003,681603
16004,681603
16005,681601
16006,681601
16007,681603
16008,681602
16009,681601
16010,681603
16011,681601
16012,681603
16013,681602
16014,681602
16015,681603
16016,681603
16017,681603
16018,681603
16019,681603
16020,681601
16022,681602
16023,681602
16024,681602
16025,681601
16026,681603
16027,681601
16029,681603
16030,681602
16031,681602
16032,681603
16033,681603
16034,681603
16035,681602
16036,681602
16038,681601
16039,681603
16040,681602
16041,681601
16042,681603
16043,681602
16044,681602
16045,681601
16046,681602
16047,681603
16048,681602
16049,681603
16050,681601
16051,681601
16052,681602
16053,681602
16055,681602
16056,681602
16057,681602
16058,681603
16060,681603
16061,681603
16062,681602
16063,681603
16064,681603
16065,681603
16066,681603
16067,681601
16068,681603
16070,681602
16071,681601
16072,681603
16073,681603
16074,681602
16078,681602
16079,681602
16081,681603
16082,681602
16083,681602
16084,681602
16085,681602
16086,681603
16087,681603
16088,681602
16089,681602
16091,681602
16092,681603
16093,681602
16094,681601
16095,681602
16096,681603
16097,681602
16098,681603
16099,681603
16100,681603
16101,681603
16102,681603
16103,681603
16104,681603
16106,681603
16107,681602
16108,681603
16109,681602
16110,681603
16111,681602
16112,681603
16113,681603
16115,681602
16116,681602
16117,681602
16118,681603
16119,681601
16121,681602
16122,681602
16123,681602
16124,681603
